Mesh Size (h),Polynomial Degree d,Interface Width,Offset Percentage,Total DoFs,Interface DoFs,Total Time (s),Iterations,1 / Interface Width,Fit Iterations,Fit Slope,Fit R2
0.1,1,0.1,,17794,3002,0.8108285570006046,10,10.0,9.480222377585285,0.44857526549984833,0.9914155390406753
0.1,1,0.0533669923120631,,16359,3002,0.7020531959997243,12,18.73817422860384,12.56484783454412,0.44857526549984833,0.9914155390406753
0.1,1,0.02848035868435802,,16478,3002,0.8068926299993109,16,35.11191734215131,16.653132681626037,0.44857526549984833,0.9914155390406753
0.1,1,0.01519911082952934,,16805,3002,1.0619777860001705,22,65.79332246575679,22.071642391831904,0.44857526549984833,0.9914155390406753
0.1,1,0.008111308307896872,,17011,3002,1.2707622380003158,26,123.28467394420659,29.25319861352022,0.44857526549984833,0.9914155390406753
0.1,1,0.004328761281083062,,16982,3002,2.114986204000161,41,231.0129700083158,38.77145225217812,0.44857526549984833,0.9914155390406753
0.1,1,0.0023101297000831605,,16924,3002,3.119335520000277,55,432.8761281083057,51.38670576174768,0.44857526549984833,0.9914155390406753
0.1,1,0.0012328467394420659,,17050,3002,3.2348023690001355,70,811.1308307896873,68.10664485481293,0.44857526549984833,0.9914155390406753
0.1,1,0.0006579332246575682,,16996,3002,4.621113238999897,90,1519.9110829529332,90.26683078082289,0.44857526549984833,0.9914155390406753
0.1,1,0.0003511191734215135,,17126,3002,5.8939576749999105,131,2848.035868435799,119.63738276321664,0.44857526549984833,0.9914155390406753
0.1,1,0.0001873817422860385,,16991,3002,8.572931964999952,180,5336.699231206308,158.56437221315653,0.44857526549984833,0.9914155390406753
0.1,1,0.0001,,16949,3002,7.770190363000438,170,10000.0,210.1572230572293,0.44857526549984833,0.9914155390406753
0.1,2,0.1,,68102,6002,1.3359236879996388,5,10.0,4.03838834097583,0.5004825815296821,0.9684714514101749
0.1,2,0.0533669923120631,,62366,6002,1.3959216279999964,7,18.73817422860384,5.529722390614383,0.5004825815296821,0.9684714514101749
0.1,2,0.02848035868435802,,62842,6002,1.16580917400006,5,35.11191734215131,7.571790312239576,0.5004825815296821,0.9684714514101749
0.1,2,0.01519911082952934,,64150,6002,6.729869984000288,11,65.79332246575679,10.367972292756491,0.5004825815296821,0.9684714514101749
0.1,2,0.008111308307896872,,64974,6002,2.315933232000134,14,123.28467394420659,14.196754668391177,0.5004825815296821,0.9684714514101749
0.1,2,0.004328761281083062,,64858,6002,3.833846464999624,19,231.0129700083158,19.439465830295145,0.5004825815296821,0.9684714514101749
0.1,2,0.0023101297000831605,,64626,6002,4.21500406099949,23,432.8761281083057,26.618254706379084,0.5004825815296821,0.9684714514101749
0.1,2,0.0012328467394420659,,65130,6002,5.650461483000072,39,811.1308307896873,36.44809429431296,0.5004825815296821,0.9684714514101749
0.1,2,0.0006579332246575682,,64914,6002,11.250026056000024,36,1519.9110829529332,49.90798954856951,0.5004825815296821,0.9684714514101749
0.1,2,0.0003511191734215135,,65434,6002,11.277194968000003,71,2848.035868435799,68.33848158609398,0.5004825815296821,0.9684714514101749
0.1,2,0.0001873817422860385,,64894,6002,16.39577251799983,109,5336.699231206308,93.57515916260279,0.5004825815296821,0.9684714514101749
0.1,2,0.0001,,64726,6002,16.2774155649995,150,10000.0,128.1314745232537,0.5004825815296821,0.9684714514101749
0.1,3,0.1,,150926,9002,5.629479877999984,4,10.0,3.1699479363768774,0.46535583672393344,0.9409006232032558
0.1,3,0.0533669923120631,,138023,9002,3.335451864000788,5,18.73817422860384,4.2458764989831925,0.46535583672393344,0.9409006232032558
0.1,3,0.02848035868435802,,139094,9002,2.8131367719997797,5,35.11191734215131,5.686991586752191,0.46535583672393344,0.9409006232032558
0.1,3,0.01519911082952934,,142037,9002,3.631856622999294,9,65.79332246575679,7.617243062895371,0.46535583672393344,0.9409006232032558
0.1,3,0.008111308307896872,,143891,9002,3.7980118650002623,7,123.28467394420659,10.202651260183048,0.46535583672393344,0.9409006232032558
0.1,3,0.004328761281083062,,143630,9002,5.30054771199957,15,231.0129700083158,13.665586338444582,0.46535583672393344,0.9409006232032558
0.1,3,0.0023101297000831605,,143108,9002,5.358784148000268,13,432.8761281083057,18.30389427327469,0.46535583672393344,0.9409006232032558
0.1,3,0.0012328467394420659,,144242,9002,7.404828413000359,27,811.1308307896873,24.51651449632211,0.46535583672393344,0.9409006232032558
0.1,3,0.0006579332246575682,,143756,9002,5.849519270000201,20,1519.9110829529332,32.837792552482775,0.46535583672393344,0.9409006232032558
0.1,3,0.0003511191734215135,,144926,9002,12.003383577999557,52,2848.035868435799,43.98343899503576,0.46535583672393344,0.9409006232032558
0.1,3,0.0001873817422860385,,143711,9002,18.31030083600035,71,5336.699231206308,58.91208742908537,0.46535583672393344,0.9409006232032558
0.1,3,0.0001,,143333,9002,22.00236767000024,100,10000.0,78.90774629159657,0.46535583672393344,0.9409006232032558
